         45

  0 25 27  0  3  0  8 34  0  3  0  1  1 34  0 34  0 23 34 34  0 23  0  0  0 34  0 34 27 25 23 27  0  0  0  0 27  0  0 27  0 34 27 27 25
 34  0  0 12  0 34 23  2 34 23  2  0 34  0 34  0 27  5  0  0 23  0 27 34 12  0 27  0  0  0  6  0 27 27 34 27  0 27  8  0 27  0  0  0  0
  0 27 14  0 27  0  0 35  0  0  0 27  0 35  0 35 10 27 35 35  0 27  0  0  0 35  0 35 15 27 27  5  0  9  0  0 15  0  0 14  0 35  6 15 27
  0 34 35  0 34  6  0 23  0  0  0 34  0  3  0 23  0 34  7 16  0 34  0  0  0 23  0  3 35 34 34 35  0  0  0  0 35  0  0 35  0 16 35 35 34
  0 10 27  2 25  0  0 34  0  0  4 25  0 34  0 34  0 12 34 34  0 12  0  0  0 34  0 34 27  6 12 27  0  0  0  0 27  0  0 27  0 34 27 27  2
 14  0  0 34  0 23 34  5  3 34 34  0 14  0  6  4 35  0  0  0 34  0 35 23 34  0 35  0  0  0  0  0 35 35 14 35  0 35 34  0 35  0  0  0  0
  0 27 25  0 27  0  0 35  0  0  0 27  0 35  0 35  0 27 35 35  0 27  0  0  0 35  0 35  8 27 27 15  4  0  0  0  6  0  0 25  0 35 15  7 27
 16  0  0 34  0  6 34  0 23 34 34  0 16  5 23  0 35  0 10  0 34  0 35  3 34  0 35  0  0  0  0  0 35 35 16 35  0 35 34  0 35  0  0  0  0
 35  0  0 27  0 35 27  0 35 27 27  0 35  0 35  0 15  0  0  0 27  0 15 35 27  0  8  0  0  1  0  0  2 15 35 25  5 25 27  0 25  0  0 10  0
 34  3  0  5  0 34 25  0 34 25 12  0 34  1 34  0 27  0  0  0 25  0 27 34  6  0 27  0  1  0  1  0 27 27 34 27  0 27 12  0 27  0  0  0  9
 34  0  0 12  0 34 23  0 34 23  2  0 34  0 34  0 27  4  0  0 23  6 27 34 12  0 27  0  0  1  0  0 27 27 34 27  0 27  4  0 27  0  0  0  0
 35  0  0 27  0 35 27  0 35 27 27  0 35  0 35  0  1  0  0  0 27  0  5 35 27  0 15  0  0  0  0  0 15  7 35 14  0 14 27  2 14  0  1  0  0
  0 27 25  0 27  0  0 35  0  0  0 27  0 35  1 35  0 27 35 35  0 27  0  0  0 35  4 35  2 27 27 15  0  0  0  0  7  0  0 25  0 35 15  3 27
  0 27 14  0 27  0  0 35  0  0  0 27  0 35  0 35  1 27 35 35  0 27  9  0  0 35  0 35 15 27 27  7  0  0  0  0 15  0  0 14  2 35  8 15 27
  6 34 35  0 34  0  0 14  0  0  0 34  6 16  0 14  0 34 16  1  0 34  0  0  0 14  0 16 35 34 34 35  0  0  0  0 35  0  0 35  0  5 35 35 34
  0 27 10  0 27  0  0 35  0  0  0 27  0 35  0 35  0 27 35 35  0 27  0  0  0 35  0 35 25 27 27 14  0  0  0  0 25  8  0  9  9 35 14 25 27
 35  0  0 27  0 35 27  0 35 27 27  0 35  0 35  0 15  0  0  0 27  0 15 35 27  0  6  0  5  0  0  0  7 15 35 25  0 25 27  0 25  0  0  9  0
  0 27  3  0 27  0  0 35  0  0  0 27  0 35  0 35  1 27 35 35  0 27  0  0  0 35  0 35 25 27 27 14  0  0  0  8 25  0  0  2  5 35 14 25 27
  0 12 27  2 23  0  0 34  0  0 10 23  0 34  0 34  0  8 34 34  0  8  0  0  0 34  0 34 27 12  4 27  0  0  0  0 27  0  0 27  0 34 27 27 12
 35  0  8 27  0 35 27  0 35 27 27  0 35  0 35  0 14  0  0  0 27  0 14 35 27  0 25  0  0  0  0  2 25 14 35  9  0  2 27  0  2  0  0  0  0
  0 27  5  0 27  0  0 35  0  0  0 27  0 35  0 35  0 27 35 35  0 27  0  0  0 35  0 35 25 27 27 14  0  2  0  9 25  5  0  2  0 35 14 25 27
  9  0  0 34  0 16 34  0 14 34 34  0  8  0 14  0 35  0  0  4 34  0 35 16 34  0 35  0  0  0  0  0 35 35  5 35  0 35 34  0 35  0  0  0  0
 35  0  2 27  0 35 27  0 35 27 27  0 35  0 35  0  2  0  0  0 27  0  6 35 27  0 15  0  0  0  0  1 15  8 35 14  0 14 27  0 14  0  0  0  0
 35  0  0 27  0 35 27  0 35 27 27  0 35  0 35  0 15  0  0  0 27  0 15 35 27  0  7  0 10  0  0  0  3 15 35 25  9 25 27  0 25  0  0  0  0
 34  8  0  5  0 34 25  0 34 25 12  0 34  0 34  0 27  0  0  0 25  0 27 34  2  0 27  0  0  9  0  0 27 27 34 27  0 27 12  0 27  0  0  0  0

  0 35 35  0  0  0  0 16  0 35  0 34  0  0  7 23  0  0 16 23 35 35  0 34  0 34  0  0 34  0 16  0  7  6 34  0 35  0 35  5  0 34 35 34  0
 35  0 14  0  0  0  8 35  0  4  0 27  0  0  0 35  0  0 35 35  9 25  0 27  0 27  0  7 27  0 35  0 35  0 27  0 14  0 14  0  0 27 25 27  0
 35 14  0  2  0  0  0 35  0 14  9 27  0  0  0 35  0  0 35 35 14 15  0 27  0 27  0  0 27  0 35  0 35  0 27  0  2  0  9  0  0 27 15 27  6
  0  0  2  0  1 27 25  0 27  0 15  0 35 27 35  0 35 27  0  0  2  7 27  0 35  0 27 25  0 27  0  3  0 35  0 35  0 35  0 35 27  0  5  0 15
  0  0  0  1  0 27 25  0 27  0 15  0 35 27 35  0 35 27  0  0  0  2 27  0 35  0 27 25  0 27  0  5  0 35  0 35  0 35  0 35 27  0  4  0 15
  0  0  0 27 27  0 27  0 25  0 27  0 34 25 34  0 34 12  0  0  1  0 10  3 34  0 12 27  3  2  0 27  0 34  0 34  0 34  0 34 12  0  0  0 27
  0  8  0 25 25 27  0  0 27  5 14  0 35 27 35  0 35 27  0  0  7  1 27  0 35  0 27  6  0 27  0 25  0 35  0 35  0 35  0 35 27  0  0  0 14
 16 35 35  0  0  0  0  0  0 35  0 34  3  0  0 14  0  0  9 14 35 35  0 34  3 34  1  0 34  0  8  0 16  1 34 10 35  0 35  0  0 34 35 34  0
  0  0  0 27 27 25 27  0  0  0 27  2 34  9 34  0 34 23  0  0  0  0 25  1 34  0 23 27  0 25  0 27  0 34  3 34  0 34  0 34 23  3  0 10 27
 35  4 14  0  0  0  5 35  0  0  0 27  0  0  0 35  0  0 35 35  5 25  1 27  0 27  0  2 27  0 35  1 35  0 27  0 14  0 14  0  0 27 25 27  0
  0  0  9 15 15 27 14  0 27  0  0  0 35 27 35  0 35 27  0  0  0  2 27  0 35  0 27 14  0 27  0 15  0 35  0 35  7 35  4 35 27  0  0  0  8
 34 27 27  0  0  0  0 34  2 27  0  0  0  0  0 34  0  7 34 34 27 27  0 12  0  5  2  0 12  0 34  0 34  0 23  0 27  0 27  0  4 23 27 23  0
  0  0  0 35 35 34 35  3 34  0 35  0  0 34 23  9  3 34  0  9  0  0 34  0 14  0 34 35  0 34  0 35  0 23  0 14  0  7  0 23 34  0  0  0 35
  0  0  0 27 27 25 27  0  9  0 27  0 34  0 34  0 34 23  0  0  0  0 25  0 34  1 23 27  0 25  0 27  0 34  4 34  0 34  0 34 23  4  1  7 27
  7  0  0 35 35 34 35  0 34  0 35  0 23 34  0  0 23 34  0  0  0  0 34  0 16  0 34 35  0 34  0 35 10  8  0 16  0 23  0  7 34  0  0  0 35
 23 35 35  0  0  0  0 14  0 35  0 34  9  0  0  0  5  0 14  1 35 35  0 34  0 34  0  0 34  0 14  0 23  0 34  1 35  1 35  0  0 34 35 34  0
  0  0  0 35 35 34 35  0 34  0 35  0  3 34 23  5  0 34  0  9  0  0 34  0 14  0 34 35  0 34  0 35  0 23  0 14  0  7  0 23 34  0  0  0 35
  0  0  0 27 27 12 27  0 23  0 27  7 34 23 34  0 34  0  0  0  0  0 12  0 34  8  2 27  0 12  0 27  0 34  0 34  0 34  0 34  4  1  0  0 27
 16 35 35  0  0  0  0  9  0 35  0 34  0  0  0 14  0  0  0 14 35 35  0 34  5 34  0  0 34  0 10  0 16  0 34  9 35  0 35  1  0 34 35 34  0
 23 35 35  0  0  0  0 14  0 35  0 34  9  0  0  1  9  0 14  0 35 35  0 34  2 34  0  0 34  0 14  0 23  0 34  0 35  8 35  0  0 34 35 34  0
 35  9 14  2  0  1  7 35  0  5  0 27  0  0  0 35  0  0 35 35  0 25  0 27  0 27  0  7 27  0 35  0 35  0 27  0 14  0 14  0  0 27 25 27  0
 35 25 15  7  2  0  1 35  0 25  2 27  0  0  0 35  0  0 35 35 25  0  0 27  0 27  0  0 27  0 35  7 35  0 27  0 15  0 15  0  0 27  3 27  0
  0  0  0 27 27 10 27  0 25  1 27  0 34 25 34  0 34 12  0  0  0  0  0  6 34  0 12 27  5  1  0 27  0 34  0 34  0 34  0 34 12  0  0  0 27
 34 27 27  0  0  3  0 34  1 27  0 12  0  0  0 34  0  0 34 34 27 27  6  0  0 12  0  0  6  2 34  0 34  0 25  0 27  0 27  0  0 25 27 25  0
  0  0  0 35 35 34 35  3 34  0 35  0 14 34 16  0 14 34  5  2  0  0 34  0  0  0 34 35  0 34  8 35  0 16  0  8  0 14  0 16 34  0  0  0 35
 34 27 27  0  0  0  0 34  0 27  0  5  0  1  0 34  0  8 34 34 27 27  0 12  0  0 10  0 12  0 34  0 34  0 23  0 27  0 27  0  8 23 27 23  0
  0  0  0 27 27 12 27  1 23  0 27  2 34 23 34  0 34  2  0  0  0  0 12  0 34 10  0 27  0 12  0 27  0 34  0 34  0 34  0 34  4  0  0  0 27
  0  7  0 25 25 27  6  0 27  2 14  0 35 27 35  0 35 27  0  0  7  0 27  0 35  0 27  0  0 27  0 25  0 35  0 35  0 35  0 35 27  0  0  0 14
 34 27 27  0  0  3  0 34  0 27  0 12  0  0  0 34  0  0 34 34 27 27  5  6  0 12  0  0  0  9 34  0 34  0 25  0 27  0 27  0  0 25 27 25  0
  0  0  0 27 27  2 27  0 25  0 27  0 34 25 34  0 34 12  0  0  0  0  1  2 34  0 12 27  9  0  0 27  0 34  0 34  0 34  0 34 12  0  0  0 27
 16 35 35  0  0  0  0  8  0 35  0 34  0  0  0 14  0  0 10 14 35 35  0 34  8 34  0  0 34  0  0  0 16  0 34 10 35  3 35  0  0 34 35 34  0
  0  0  0  3  5 27 25  0 27  1 15  0 35 27 35  0 35 27  0  0  0  7 27  0 35  0 27 25  0 27  0  0  0 35  0 35  0 35  0 35 27  0  4  0 15
  7 35 35  0  0  0  0 16  0 35  0 34  0  0 10 23  0  0 16 23 35 35  0 34  0 34  0  0 34  0 16  0  0  7 34  0 35  0 35  4  0 34 35 34  0
  6  0  0 35 35 34 35  1 34  0 35  0 23 34  8  0 23 34  0  0  0  0 34  0 16  0 34 35  0 34  0 35  7  0  0 16  0 23  0  2 34  0  0  1 35
 34 27 27  0  0  0  0 34  3 27  0 23  0  4  0 34  0  0 34 34 27 27  0 25  0 23  0  0 25  0 34  0 34  0  0  0 27  0 27  0  1  9 27  5  0
  0  0  0 35 35 34 35 10 34  0 35  0 14 34 16  1 14 34  9  0  0  0 34  0  8  0 34 35  0 34 10 35  0 16  0  0  0 14  0 16 34  0  0  0 35
 35 14  2  0  0  0  0 35  0 14  7 27  0  0  0 35  0  0 35 35 14 15  0 27  0 27  0  0 27  0 35  0 35  0 27  0  0  0  3  0  0 27 15 27  3
  0  0  0 35 35 34 35  0 34  0 35  0  7 34 23  1  7 34  0  8  0  0 34  0 14  0 34 35  0 34  3 35  0 23  0 14  0  0  0 23 34  0  0  0 35
 35 14  9  0  0  0  0 35  0 14  4 27  0  0  0 35  0  0 35 35 14 15  0 27  0 27  0  0 27  0 35  0 35  0 27  0  3  0  0  0  0 27 15 27  4
  5  0  0 35 35 34 35  0 34  0 35  0 23 34  7  0 23 34  1  0  0  0 34  0 16  0 34 35  0 34  0 35  4  2  0 16  0 23  0  0 34  0  0  0 35
  0  0  0 27 27 12 27  0 23  0 27  4 34 23 34  0 34  4  0  0  0  0 12  0 34  8  4 27  0 12  0 27  0 34  1 34  0 34  0 34  0  0  0  0 27
 34 27 27  0  0  0  0 34  3 27  0 23  0  4  0 34  0  1 34 34 27 27  0 25  0 23  0  0 25  0 34  0 34  0  9  0 27  0 27  0  0  0 27  2  0
 35 25 15  5  4  0  0 35  0 25  0 27  0  1  0 35  0  0 35 35 25  3  0 27  0 27  0  0 27  0 35  4 35  0 27  0 15  0 15  0  0 27  0 27  0
 34 27 27  0  0  0  0 34 10 27  0 23  0  7  0 34  0  0 34 34 27 27  0 25  0 23  0  0 25  0 34  0 34  1  5  0 27  0 27  0  0  2 27  0  0
  0  0  6 15 15 27 14  0 27  0  8  0 35 27 35  0 35 27  0  0  0  0 27  0 35  0 27 14  0 27  0 15  0 35  0 35  3 35  4 35 27  0  0  0  0
